NO,COMPONENT,LAB,ANALYSIS DATE,SEASON,YEAR,FARM.CODE,TRIAL TYPE,PLOT NO,PLOTCODE,TREATMENT,NEW TREATMENT,N,S,CA,MG,MN,B,CU,MO,FE,ZN,P,K
299,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P1/SS4,F23P1/SS4,Control,NPK,1.32,0.08,0.01,0.08,7.7,1.6,3,0.07,37.4,19.5,0.16,0.24
300,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P2/SS1,F23P2/SS1,PK,PK,1.08,0.08,0.01,0.11,6.9,1.8,1.9,0.01,22.1,21.9,0.23,0.29
301,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P2/SS2,F23P2/SS2,PK,NK,1.42,0.08,0.01,0.1,5.8,1.5,2.3,0.1,21.2,20.7,0.2,0.25
302,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P2/SS3,F23P2/SS3,PK,NP,1.51,0.11,0.01,0.1,6.5,1.7,2.7,0.06,17.2,18.8,0.19,0.24
303,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P2/SS4,F23P2/SS4,PK,NPK,1.41,0.08,0.01,0.09,6.7,1.8,2.1,0.05,18.6,20.4,0.18,0.27
304,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P3/SS1,F23P3/SS1,NK,PK,1.34,0.1,0.01,0.09,6,1.5,2.7,0,19,20.7,0.15,0.24
305,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P3/SS2,F23P3/SS2,NK,NK,1.5,0.1,0.01,0.09,11.1,1.5,3,0,22,23.5,0.14,0.25
306,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P3/SS3,F23P3/SS3,NK,NP,1.41,0.09,0.01,0.1,6.9,2,2.4,0,19.8,22.9,0.22,0.27
307,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P3/SS4,F23P3/SS4,NK,NPK,1.6,0.1,0.01,0.11,8.1,1.8,3.1,0.03,22.6,23.4,0.26,0.28
308,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P4/SS1,F23P4/SS1,NP,PK,1.13,0.09,0.01,0.08,6.4,1.7,2.2,0,19.5,20.1,0.17,0.26
309,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P4/SS2,F23P4/SS2,NP,NK,1.56,0.09,0.01,0.12,11.2,2,3.3,0,26.3,28,0.24,0.3
310,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P4/SS3,F23P4/SS3,NP,NP,1.59,0.11,0.01,0.13,9.1,2.4,3.9,0.03,28.4,31,0.28,0.31
311,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P4/SS4,F23P4/SS4,NP,NPK,1.49,0.09,0.01,0.11,8.9,1.7,3,0,19.6,24.8,0.24,0.28
312,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P5/SS1,F23P5/SS1,NPK,PK,1.28,0.09,0.01,0.09,6.8,1.8,2.6,0,27.1,22.7,0.17,0.24
313,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P5/SS2,F23P5/SS2,NPK,NK,1.39,0.1,0.02,0.11,8.7,1.6,4.9,0.08,25.9,24.4,0.23,0.3
314,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P5/SS3,F23P5/SS3,NPK,NP,1.41,0.09,0.02,0.11,10.9,1.5,4.8,0.03,92.8,28.4,0.2,0.24
315,GRAIN,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P5/SS4,F23P5/SS4,NPK,NPK,1.45,0.09,0.02,0.11,9.5,1.7,5.1,0.04,39.6,30.2,0.23,0.34
316,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P1/SS1,F24P1/SS1,Control,PK,0.95,0.1,0.01,0.09,6.2,1.7,3.5,0.05,20.7,23.6,0.2,0.31
317,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P1/SS2,F24P1/SS2,Control,NK,,,,,,,,,,,,
318,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P1/SS3,F24P1/SS3,Control,NP,1.42,0.1,0.01,0.11,8.6,1.8,3.7,0.14,29.4,25.4,0.26,0.29
319,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P1/SS4,F24P1/SS4,Control,NPK,1.62,0.11,0.01,0.12,7.4,1.9,3.2,0.09,26.8,26.7,0.27,0.28
320,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P2/SS1,F24P2/SS1,PK,PK,1.05,0.1,0.02,0.1,8.3,2.2,2.8,0,40.4,22,0.2,0.34
321,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P2/SS2,F24P2/SS2,PK,NK,1.68,0.1,0.01,0.11,10.4,1.6,4.1,0.02,29,27.4,0.25,0.29
322,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P2/SS3,F24P2/SS3,PK,NP,1.42,0.1,0.01,0.09,6.3,1.3,2.8,0.03,21.7,21,0.21,0.24
323,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P2/SS4,F24P2/SS4,PK,NPK,1.66,0.1,0.01,0.12,7.7,1.5,3.1,0.14,32.3,25.2,0.25,0.27
324,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P3/SS1,F24P3/SS1,NK,PK,1.44,0.11,0.01,0.11,8.5,1.6,1.9,0.05,22.7,19.6,0.23,0.28
325,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P3/SS2,F24P3/SS2,NK,NK,,,,,,,,,,,,
326,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P3/SS3,F24P3/SS3,NK,NP,1.53,0.1,0.01,0.12,9.8,1.8,2.3,0.18,21.4,23.3,0.26,0.29
327,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P3/SS4,F24P3/SS4,NK,NPK,1.69,0.11,0.01,0.08,17.2,1.2,3,0.15,13.6,21.3,0.22,0.31
328,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P4/SS1,F24P4/SS1,NP,PK,1.13,0.1,0.01,0.09,6.4,1.5,1.3,0.11,13.6,18.5,0.22,0.33
329,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P4/SS2,F24P4/SS2,NP,NK,1.47,0.1,0.01,0.08,18.4,1.2,2.2,0.05,25.8,19.2,0.19,0.25
330,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P4/SS3,F24P4/SS3,NP,NP,1.54,0.08,0.01,0.09,15.2,1.3,2.1,0.11,16.8,19.1,0.23,0.29
331,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P4/SS4,F24P4/SS4,NP,NPK,2.03,0.1,0.01,0.14,32.2,0.7,3.4,0.06,41.8,32.9,0.36,0.39
332,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P5/SS1,F24P5/SS1,NPK,PK,,,,,,,,,,,,
333,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P5/SS2,F24P5/SS2,NPK,NK,1.55,0.09,0.01,0.1,10.4,1.2,2.7,0.11,22.5,29,0.2,0.24
334,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P5/SS3,F24P5/SS3,NPK,NP,1.64,0.1,0.01,0.1,12.5,1.4,2.7,0.08,20.2,25.6,0.3,0.31
335,GRAIN,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P5/SS4,F24P5/SS4,NPK,NPK,1.42,0.09,0.01,0.09,13.9,1.1,2.5,0.08,17.9,21,0.23,0.3
336,STOVER,YARA,Jan (2019),LR2018,2018,F1,RESTORATION,P1,F1P1,Control,NPK,0.54,0.06,0.53,0.3,154.9,4.2,5.2,0.28,575,20.9,0.04,0.74
337,STOVER,YARA,Jan (2019),LR2018,2018,F1,RESTORATION,P2,F1P2,PK,NPK,0.55,0.05,0.35,0.2,52.9,3.5,3.6,0.2,260,14.3,0.1,1.46
338,STOVER,YARA,Jan (2019),LR2018,2018,F1,RESTORATION,P3,F1P3,NK,NPK,0.52,0.06,0.43,0.21,154.2,4.2,3.9,0.41,2034,20,0.11,1.59
339,STOVER,YARA,Jan (2019),LR2018,2018,F1,RESTORATION,P4,F1P4,NP,NPK,0.54,0.05,0.26,0.18,58.7,3.4,2.3,0.2,395,28.3,0.1,1.62
340,STOVER,YARA,Jan (2019),LR2018,2018,F1,RESTORATION,P5,F1P5,NPK,NPK,0.26,0.03,0.21,0.13,55.3,2.4,1.1,0.13,343,15.3,0.03,1.87
341,STOVER,YARA,Jan (2019),LR2018,2018,F4,RESTORATION,P1,F4P1,Control,NPK,0.48,0.04,0.28,0.19,49.3,3,2.5,0.23,357,11.1,0.04,1.94
342,STOVER,YARA,Jan (2019),LR2018,2018,F4,RESTORATION,P2,F4P2,PK,NPK,0.31,0.03,0.36,0.21,78.1,3.5,2.2,0.29,741,12.6,0.03,1.9
343,STOVER,YARA,Jan (2019),LR2018,2018,F4,RESTORATION,P3,F4P3,NK,NPK,0.42,0.04,0.29,0.16,98.4,3.3,2.8,0.24,549,21,0.04,1.6
344,STOVER,YARA,Jan (2019),LR2018,2018,F4,RESTORATION,P4,F4P4,NP,NPK,0.5,0.04,0.34,0.25,168.1,3.6,4.7,0.37,1729,18.5,0.04,1.39
345,STOVER,YARA,Jan (2019),LR2018,2018,F4,RESTORATION,P5,F4P5,NPK,NPK,0.68,0.04,0.37,0.25,110.3,3,3.8,0.2,305,17,0.05,0.91
346,STOVER,YARA,Jan (2019),LR2018,2018,F7,RESTORATION,P1,F7P1,Control,NPK,0.6,0.05,0.39,0.16,219.9,4.2,4.3,0.36,434,26.4,0.04,1.89
347,STOVER,YARA,Jan (2019),LR2018,2018,F7,RESTORATION,P2,F7P2,PK,NPK,0.84,0.07,0.19,0.12,100.5,3.4,3.5,0.29,149,52.9,0.16,1.52
348,STOVER,YARA,Jan (2019),LR2018,2018,F7,RESTORATION,P3,F7P3,NK,NPK,0.68,0.06,0.26,0.14,168,4.4,3.7,0.28,239,123.9,0.05,1.91
349,STOVER,YARA,Jan (2019),LR2018,2018,F7,RESTORATION,P4,F7P4,NP,NPK,0.82,0.05,0.2,0.12,85.4,2.7,4.3,0.18,137,35.4,0.09,1.34
350,STOVER,YARA,Jan (2019),LR2018,2018,F7,RESTORATION,P5,F7P5,NPK,NPK,0.73,0.05,0.3,0.13,251,3.4,4.9,0.35,428,33.5,0.04,1.55
351,STOVER,YARA,Jan (2019),LR2018,2018,F18,RESTORATION,P1,F18P1,Control,NPK,0.48,0.03,0.38,0.33,98.8,2.6,3.5,0.31,1249,13.6,0.02,0.93
352,STOVER,YARA,Jan (2019),LR2018,2018,F18,RESTORATION,P2,F18P2,PK,NPK,0.42,0.03,0.38,0.26,150.1,3.5,3.8,0.22,2533,11.3,0.04,0.85
353,STOVER,YARA,Jan (2019),LR2018,2018,F18,RESTORATION,P3,F18P3,NK,NPK,0.79,0.05,0.39,0.29,114.8,4.5,5.3,0.26,1017,25,0.04,1.47
354,STOVER,YARA,Jan (2019),LR2018,2018,F18,RESTORATION,P4,F18P4,NP,NPK,0.77,0.04,0.3,0.27,231.7,4.8,6.3,0.29,5837,18.9,0.07,0.69
355,STOVER,YARA,Jan (2019),LR2018,2018,F18,RESTORATION,P5,F18P5,NPK,NPK,0.69,0.04,0.3,0.24,89.6,2,2.7,0.23,872,15.2,0.08,0.67
356,STOVER,YARA,Jan (2019),LR2018,2018,F19,RESTORATION,P1,F19P1,Control,NPK,0.89,0.06,0.25,0.18,75.3,3.5,3.3,0.11,329,17.9,0.05,1.81
357,STOVER,YARA,Jan (2019),LR2018,2018,F19,RESTORATION,P2,F19P2,PK,NPK,0.56,0.05,0.24,0.16,90.5,3.5,2.5,0.2,300,20.9,0.07,1.49
358,STOVER,YARA,Jan (2019),LR2018,2018,F19,RESTORATION,P3,F19P3,NK,NPK,0.46,0.04,0.18,0.11,85.8,2.8,2.2,0.12,544,8.8,0.03,2.15
359,STOVER,YARA,Jan (2019),LR2018,2018,F19,RESTORATION,P4,F19P4,NP,NPK,0.5,0.04,0.23,0.14,73.2,2.7,2.7,0.07,156,6.9,0.03,1.28
360,STOVER,YARA,Jan (2019),LR2018,2018,F19,RESTORATION,P5,F19P5,NPK,NPK,0.52,0.04,0.38,0.23,193.1,3,3.5,0.26,724,18.3,0.03,0.57
361,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P1/SS1,F20P1/SS1,Control,PK,0.55,0.06,0.47,0.19,249.9,5.5,4.5,0.5,979,13.6,0.04,0.72
362,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P1/SS2,F20P1/SS2,Control,NK,,,,,,,,,,,,
363,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P1/SS3,F20P1/SS3,Control,NP,,,,,,,,,,,,
364,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P1/SS4,F20P1/SS4,Control,NPK,0.9,0.07,0.43,0.22,367.4,4.1,6.8,0.39,1015,15.7,0.08,0.64
365,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P2/SS1,F20P2/SS1,PK,PK,0.58,0.07,0.46,0.28,152.9,3.9,3.7,0.28,494,19.5,0.07,0.64
366,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P2/SS2,F20P2/SS2,PK,NK,0.77,0.06,0.49,0.25,847.7,5.2,5.9,0.49,2939,11.5,0.04,0.87
367,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P2/SS3,F20P2/SS3,PK,NP,0.85,0.06,0.63,0.36,388,4,6.1,0.31,381,18.7,0.06,0.34
368,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P2/SS4,F20P2/SS4,PK,NPK,0.7,0.06,0.52,0.27,367.8,3.8,4.7,0.38,995,9.6,0.06,0.29
369,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P3/SS1,F20P3/SS1,NK,PK,0.48,0.05,0.3,0.21,287.2,3.7,2.5,0.48,486,13.7,0.05,0.88
370,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P3/SS2,F20P3/SS2,NK,NK,1.18,0.1,0.33,0.18,1289.1,5.9,5.1,0.5,1269,38.6,0.08,1.51
371,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P3/SS3,F20P3/SS3,NK,NP,0.96,0.07,0.61,0.3,857.5,5.2,6,0.64,2129,25.9,0.08,0.57
372,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P3/SS4,F20P3/SS4,NK,NPK,0.69,0.05,0.37,0.15,765.8,3.8,3.6,0.32,345,11.3,0.05,0.79
373,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P4/SS1,F20P4/SS1,NP,PK,0.39,0.05,0.38,0.22,331.9,3.4,1.8,0.4,133,16.7,0.04,0.73
374,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P4/SS2,F20P4/SS2,NP,NK,1.14,0.09,0.33,0.2,781.9,5,5.5,0.21,297,43.6,0.12,0.78
375,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P4/SS3,F20P4/SS3,NP,NP,,,,,,,,,,,,
376,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P4/SS4,F20P4/SS4,NP,NPK,0.67,0.06,0.37,0.23,539.8,3.9,3.8,0.46,612,22.1,0.05,0.48
377,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P5/SS1,F20P5/SS1,NPK,PK,0.52,0.06,0.4,0.28,239.9,4.3,4.5,0.19,474,16.7,0.06,0.6
378,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P5/SS2,F20P5/SS2,NPK,NK,0.96,0.08,0.73,0.33,713.9,4,5.5,0.31,762,27.5,0.09,0.7
379,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P5/SS3,F20P5/SS3,NPK,NP,1.19,0.07,0.37,0.13,1519.5,5.2,6.3,0.48,1438,33.8,0.14,0.26
380,STOVER,YARA,Jan (2019),LR2018,2018,F20,SUBPLOTS,P5/SS4,F20P5/SS4,NPK,NPK,0.67,0.05,0.29,0.16,385.5,3.4,4.2,0.33,637,11.3,0.06,0.57
381,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P1/SS1,F21P1/SS1,Control,PK,,,,,,,,,,,,
382,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P1/SS2,F21P1/SS2,Control,NK,,,,,,,,,,,,
383,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P1/SS3,F21P1/SS3,Control,NP,0.91,0.06,0.46,0.3,461.2,6.7,7.5,0.45,5720,26.2,0.06,0.32
384,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P1/SS4,F21P1/SS4,Control,NPK,1.17,0.08,0.35,0.24,221.1,6.1,5.2,0.4,1807,32.6,0.13,0.8
385,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P2/SS1,F21P2/SS1,PK,PK,0.67,0.08,0.31,0.24,248.6,6.4,4.7,0.49,2662,32.5,0.09,0.86
386,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P2/SS2,F21P2/SS2,PK,NK,0.93,0.06,0.34,0.21,192.3,5.8,4.2,0.35,1191,24.8,0.07,1.43
387,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P2/SS3,F21P2/SS3,PK,NP,0.72,0.05,0.37,0.27,237.3,5.2,4.7,0.28,629,16.5,0.04,1.34
388,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P2/SS4,F21P2/SS4,PK,NPK,0.63,0.05,0.4,0.28,150.4,6.4,4,0.25,987,10.9,0.03,1.4
389,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P3/SS1,F21P3/SS1,NK,PK,0.62,0.06,0.38,0.25,298.5,5.6,5.3,0.5,2483,38.6,0.05,1
390,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P3/SS2,F21P3/SS2,NK,NK,,,,,,,,,,,,
391,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P3/SS3,F21P3/SS3,NK,NP,0.55,0.04,0.33,0.15,406.6,5.1,4.5,0.31,3562,14.8,0.03,0.53
392,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P3/SS4,F21P3/SS4,NK,NPK,0.41,0.04,0.22,0.15,132,3.7,2,0.23,502,12.8,0.03,0.97
393,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P4/SS1,F21P4/SS1,NP,PK,0.51,0.06,0.24,0.19,272.7,5,4.3,0.8,4018,26,0.06,0.62
394,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P4/SS2,F21P4/SS2,NP,NK,0.89,0.06,0.37,0.24,455,4.7,4,0.46,1183,34.4,0.05,0.96
395,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P4/SS3,F21P4/SS3,NP,NP,0.87,0.06,0.46,0.22,187.9,3.9,3.8,0.48,872,20.9,0.07,0.3
396,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P4/SS4,F21P4/SS4,NP,NPK,0.78,0.04,0.35,0.21,206.6,4,3.4,0.4,1784,13.6,0.05,0.44
397,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P5/SS1,F21P5/SS1,NPK,PK,0.89,0.08,0.34,0.33,307.3,5.9,6.6,0.47,3675,47,0.1,0.57
398,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P5/SS2,F21P5/SS2,NPK,NK,0.85,0.07,0.39,0.23,495.3,5.9,6,0.53,4039,35.4,0.06,0.86
399,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P5/SS3,F21P5/SS3,NPK,NP,0.78,0.06,0.55,0.3,592.9,8.5,9.7,0.52,8652,27.4,0.05,0.36
400,STOVER,YARA,Jan (2019),LR2018,2018,F21,SUBPLOTS,P5/SS4,F21P5/SS4,NPK,NPK,0.71,0.05,0.34,0.25,151.1,4.2,3.8,0.32,491,17.3,0.04,0.89
401,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P1/SS1,F23P1/SS1,Control,PK,0.68,0.08,0.57,0.32,243.4,7.1,7.6,0.23,2186,25.4,0.04,0.8
402,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P1/SS2,F23P1/SS2,Control,NK,1.15,0.11,0.52,0.36,216.4,6.9,8.3,0.17,678,42.6,0.05,1.16
403,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P1/SS3,F23P1/SS3,Control,NP,0.5,0.04,0.23,0.23,83.9,3.2,4.5,0.16,711,10.1,0.02,1.35
404,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P1/SS4,F23P1/SS4,Control,NPK,1.25,0.11,0.44,0.36,226,6.7,10.4,0.14,2476,26.1,0.11,1.6
405,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P2/SS1,F23P2/SS1,PK,PK,,,,,,,,,,,,
406,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P2/SS2,F23P2/SS2,PK,NK,1.09,0.08,0.53,0.32,147.1,6.8,9.8,0.14,497,22.2,0.07,1.84
407,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P2/SS3,F23P2/SS3,PK,NP,0.81,0.08,0.47,0.27,400.6,8,8.9,0.18,2546,18,0.05,1.61
408,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P2/SS4,F23P2/SS4,PK,NPK,0.61,0.04,0.2,0.18,74.5,3.3,3.7,0.14,541,7.7,0.03,1.86
409,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P3/SS1,F23P3/SS1,NK,PK,0.64,0.06,0.3,0.25,293.2,6.1,7.1,0.31,3219,131.2,0.05,1.71
410,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P3/SS2,F23P3/SS2,NK,NK,1.17,0.08,0.37,0.27,593.2,5.7,6.8,0.22,2255,40.4,0.05,1.78
411,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P3/SS3,F23P3/SS3,NK,NP,0.93,0.07,0.5,0.32,284,6.8,9.5,0.22,1744,20.4,0.05,0.82
412,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P3/SS4,F23P3/SS4,NK,NPK,0.84,0.07,0.33,0.24,264.4,5.3,8.2,0.19,1676,19.7,0.05,1.22
413,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P4/SS1,F23P4/SS1,NP,PK,0.69,0.08,0.45,0.33,328.4,6.2,8.6,0.35,2590,39.2,0.07,0.74
414,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P4/SS2,F23P4/SS2,NP,NK,0.83,0.07,0.51,0.31,456.4,6.1,8.4,0.18,1965,24,0.04,0.76
415,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P4/SS3,F23P4/SS3,NP,NP,1.31,0.1,0.36,0.34,211.3,6,9.6,0.26,1751,44.6,0.14,0.43
416,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P4/SS4,F23P4/SS4,NP,NPK,0.81,0.06,0.43,0.24,299.6,4.8,7,0.3,1052,42,0.05,0.51
417,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P5/SS1,F23P5/SS1,NPK,PK,0.61,0.06,0.36,0.3,145,4.5,4.7,0.18,952,23.3,0.05,0.73
418,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P5/SS2,F23P5/SS2,NPK,NK,1.15,0.09,0.48,0.34,432.8,6.6,10.3,0.09,1199,33.5,0.08,1.19
419,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P5/SS3,F23P5/SS3,NPK,NP,1.02,0.07,0.39,0.37,142.6,5.5,8,0.1,465,28.8,0.08,0.4
420,STOVER,YARA,Jan (2019),LR2018,2018,F23,SUBPLOTS,P5/SS4,F23P5/SS4,NPK,NPK,1.15,0.09,0.38,0.29,379.4,7.2,9.6,0.2,2226,26.9,0.09,0.78
421,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P1/SS1,F24P1/SS1,Control,PK,0.47,0.08,0.31,0.26,133.7,4.7,2.8,0.37,630,29.9,0.04,0.68
422,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P1/SS2,F24P1/SS2,Control,NK,,,,,,,,,,,,
423,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P1/SS3,F24P1/SS3,Control,NP,1.16,0.1,0.68,0.54,515.5,6.8,9.1,0.42,656,35.7,0.11,0.27
424,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P1/SS4,F24P1/SS4,Control,NPK,0.8,0.07,0.57,0.33,419.4,6.3,5.8,0.32,638,15.1,0.04,0.66
425,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P2/SS1,F24P2/SS1,PK,PK,0.64,0.07,0.31,0.34,164.1,5.3,3.6,0.5,1639,34.2,0.09,0.74
426,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P2/SS2,F24P2/SS2,PK,NK,1.07,0.08,0.62,0.32,744.3,5.9,6.7,0.38,917,31.6,0.07,1.23
427,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P2/SS3,F24P2/SS3,PK,NP,0.83,0.07,0.72,0.45,364.6,4.9,6.8,0.28,408,18.3,0.05,0.64
428,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P2/SS4,F24P2/SS4,PK,NPK,0.53,0.05,0.4,0.23,310.6,4.8,5.3,0.43,2159,11.2,0.04,0.85
429,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P3/SS1,F24P3/SS1,NK,PK,0.72,0.08,0.32,0.19,262.6,5.2,4.5,0.46,636,23.9,0.05,1.53
430,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P3/SS2,F24P3/SS2,NK,NK,,,,,,,,,,,,
431,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P3/SS3,F24P3/SS3,NK,NP,0.68,0.05,0.33,0.16,614.1,4.9,6.9,0.52,931,20.6,0.05,0.79
432,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P3/SS4,F24P3/SS4,NK,NPK,1.63,0.1,0.27,0.11,1157.1,4.7,7.8,0.69,924,68.5,0.26,0.93
433,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P4/SS1,F24P4/SS1,NP,PK,0.66,0.07,0.34,0.24,201.9,5.1,3.3,0.44,766,16.4,0.07,0.54
434,STOVER,YARA,Jan (2019),LR2018,2018,F24,SUBPLOTS,P4/SS2,F24P4/SS2,NP,NK,0.9,0.07,0.35,0.2,862.5,4.7,4.7,0.55,707,23.2,0.08,0.67
